objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,timezone,createdAt,asciiname,elevation
LHMkGcU4Yc,21114,211,null,3,Zambujeira do Mar,45,37.52799,2011,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Zambujeira do Mar,-8.78483,P,2019-04-13,,PT,PPL,2261486,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Zambujeira do Mar,
kYiMr1ADIh,110114,1101,null,14,Vila Verde,189,39.15489,1162,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vila Verde,Vila Verde dos Francos",-9.11512,P,2018-06-26,,PT,PPL,2261582,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Verde,
4MGmpAi7FG,110808,1108,null,14,Vimeiro,32,39.17768,1470,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vimeiro,Vimieiro",-9.31702,P,2018-03-03,,PT,PPL,2261572,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vimeiro,
iz0uRoBdYO,71405,714,null,8,Vila Viçosa,403,38.7777,8319,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vila Vicosa,Vila Viçosa",-7.41793,P,2017-11-09,,PT,PPLA2,2261577,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Vicosa,
Jp7dMbQVv4,81602,816,null,9,Vila Real de Santo António,9,37195,11560,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Bila Real nte Santo Antonio,Vila Real de San Antonio,Vila Real de San António,Vila Real de Santo Antonio,Vila Real de Santo António,Βίλα Ρεάλ ντε Σάντο Αντόνιο",-7.41766,P,2018-05-01,,PT,PPLA2,2261598,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Real de Santo Antonio,
nhbpkJO7PB,21111,211,null,3,Vila Nova de Milfontes,22,37.72377,4393,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Nova de Milfontes,-8.78278,P,2012-01-17,,PT,PPL,2261617,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Nova de Milfontes,
z8QNSFP3qk,140707,1407,null,18,Vila Nova da Barquinha,91,39.46081,7322,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Barquinha,Vila Nova da Barquinha",-8.43588,P,2018-05-23,,PT,PPLA2,2261620,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Nova da Barquinha,
WlLj58DmIM,111409,1114,null,14,Vila Franca de Xira,15,38.95525,18355,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Franca de Xira,-8.98966,P,2014-04-06,,PT,PPLA2,2261639,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Franca de Xira,
9MEF8WQdd2,51104,511,null,6,Vila Velha de Ródão,183,39.65646,3521,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Rodao,Vila Velha de Rodam",-7.6767,P,2018-06-27,,PT,PPL,2261584,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Velha de Rodao,
AUfc1Vrhyp,101002,1010,null,13,Vieira de Leiria,50,39.86945,5807,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vieira,Vieira de Leiria",-8.93238,P,2012-01-17,,PT,PPL,2261673,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vieira de Leiria,
4wdNVCpXmB,51003,510,null,6,Vila de Rei,444,39.67604,3452,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vila de Rei,Vila do Rei",-8.14577,P,2017-12-04,,PT,PPLA2,2261649,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila de Rei,
Efv2SIHJra,81505,815,null,9,Vila do Bispo,81,37.08317,1000,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vila do Bispo,Vila-du-Bishpu,Villa do Bispo,Вила-ду-Бишпу",-8.91144,P,2018-06-27,,PT,PPLA2,2261648,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila do Bispo,
1edmJtF0dD,140607,1406,null,18,Vila Chã de Ourique,66,39.17219,2771,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vila Cha de Ourique,Vila Chã de Ourique",-8.76658,P,2018-07-04,,PT,PPL,2261654,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vila Cha de Ourique,
CDIuJKgsws,21403,214,null,3,Vidigueira,211,38.20995,5932,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vidigueira,-7.8005,P,2018-04-30,,PT,PPLA2,2261675,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vidigueira,
SkoODmaOWC,71201,712,null,8,Vendas Novas,148,38.67706,11248,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vendas Novas,-8.45792,P,2014-04-06,,PT,PPLA2,2261740,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vendas Novas,
N7ls3G9Xr5,141624,1416,null,18,Vale de Figueira,58,39.30569,2000,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vale de Figueira,-8.62876,P,2018-06-15,,PT,PPL,2262189,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vale de Figueira,
DdmeVz5HHq,100115,1001,null,13,Vestiaria,168,39.55271,1258,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vestiaria,-8.9979,P,2018-05-23,,PT,PPL,2261698,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vestiaria,
ji0hdoeAac,111411,1114,null,14,Vialonga,50,38.87206,16088,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-9.07805,P,2018-01-15,,PT,PPL,2261697,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vialonga,
KbRvUKoJwG,141625,1416,null,18,Vale de Santarém,26,39.19052,2920,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-8.72735,P,2018-05-21,,PT,PPL,2262092,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vale de Santarem,
94fijorkuX,120802,1208,null,16,Vale da Amoreira,207,39.06969,10828,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vale da Amoreira,-7.69849,P,2018-12-04,,PT,PPL,2262373,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vale da Amoreira,
pfcwWxZeDO,110916,1109,null,14,Venda do Pinheiro,263,38.92365,4950,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Venda do Pinheiro,-9.23178,P,2018-07-04,,PT,PPL,2261760,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Venda do Pinheiro,
QPJ0cdDcpk,110113,1101,null,14,Ventosa,133,39.12696,5215,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Ventosa,-9.08423,P,2012-08-04,,PT,PPL,2261732,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Ventosa,
w0TFcdG47T,100615,1006,null,13,Vidais,94,39.36886,1155,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Vidaes,Vidais",-9.04916,P,2018-07-05,,PT,PPL,2261687,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Vidais,
QBwakqUAZW,111315,1113,null,14,Torres Vedras,41,39.09109,24443,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Lapangan Terbang Santa Cruz,Tores Vedrasas,Torres Vedras,Torresh,Torresh-Vedrash,Torrish-Vedrash,Turres Veteres,tuo lei si wei de la shen,twrs wdras,Торреш,Торреш-Ведраш,Торриш-Ведраш,تورس ودراس,ტორეშ-ვედრაში,托雷斯韋德拉什",-9.2586,P,2014-04-06,,PT,PPLA2,2262581,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Torres Vedras,
E8Qlmr5zre,141811,1418,null,18,Tomar,55,39.60199,19168,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sellium,Tomar,tomara,tomaru,tuo ma er,twmar,twmʼr,tʼomari,Томар,טומאר,تومار,तोमर,ტომარი,トマール,托馬爾",-8.40924,P,2018-02-10,,PT,PPLA2,2262644,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tomar,
mDFFlkVvBn,110717,1107,null,14,Unhos,38,38.81958,10712,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-9.12007,P,2018-01-31,,PT,PPL,2262465,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Unhos,
Huq2GZZu5N,100114,1001,null,13,Turquel,201,39.46411,4434,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Turquel,-8.97743,P,2016-03-10,,PT,PPL,2262478,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Turquel,
SBhu3PVeZC,81302,813,null,9,Tunes,64,37.16592,2002,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tunes,-8.25919,P,2017-11-09,,PT,PPL,2262481,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tunes,
hNPJKhlOzJ,101103,1011,null,13,Valado de Frades,23,39.58432,3109,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Valado,Valado de Frades,Valado dos Frades",-9.0229,P,2018-05-23,,PT,PPL,2262432,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Valado de Frades,
12nbeqne4t,20518,205,null,3,Trigaches,186,38.09064,572,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Trigaches,-7.97196,P,2018-02-12,,PT,PPL,2262506,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Trigaches,
Z4yMc2nJDa,150305,1503,null,19,Trafaria,12,38.67222,5603,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Trafaria,-9.23268,P,2012-02-01,,PT,PPL,2262544,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Trafaria,
eoADAWqHJ5,81405,814,null,9,Tavira,9,37.12734,15133,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Tabira,Tavira,Tavira Municipality,ta wei la,tavu~ira,tawyra,Ταβίρα,Тавира,Тавіра,تاویرا,ტავირა,タヴィラ,塔維拉",-7.64861,P,2018-08-24,,PT,PPLA2,2262744,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tavira,
5A1mGwUReA,111005,1110,null,14,Terrugem,87,38.70647,4693,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Terrugem,-9.28693,P,2018-07-04,,PT,PPL,2262687,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Terrugem,
4E22hMBOTF,140114,1401,null,18,Souto,267,39.57559,418,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Souto,-8.23445,P,2018-06-27,,PT,PPL,2262817,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Souto,
fnXHTLeI07,141912,1419,null,18,Torres Novas,61,39.47581,15002,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Torres Novas,-8.54348,P,2019-02-18,,PT,PPLA2,2262582,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Torres Novas,
zIXk38ls9W,140115,1401,null,18,Tramagal,84,39.45,3821,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tramagal,-8.25,P,2012-01-17,,PT,PPL,2262540,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tramagal,
GgCGK8tltu,150308,1503,null,19,Sobreda,58,38.64961,11146,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sobreda,-9.18977,P,2012-08-04,,PT,PPL,2262865,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sobreda,
T4dM9bzowj,100924,1009,null,13,Souto da Carpalhosa,51,39.84867,4130,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Souto,Souto da Carpalhosa",-8.83506,P,2018-02-14,,PT,PPL,2262815,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Souto da Carpalhosa,
wlA2fRkmfJ,151202,1512,null,19,Setúbal,16,38.5244,117110,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Caetobriga,Setoumpal,Setubal,Setubala,Setubalis,Setúbal,sai tu ba er,seto~ubaru,setubal,stwbal,stwbl,sux tu bal,sytwbal,Σετούμπαλ,Сетубал,סטובל,ستوبال,سيتوبال,سیتوبال,ซือตูบัล,სეტუბალი,ሴቱባል,セトゥーバル,塞图巴尔,세투발",-8.8882,P,2019-09-14,,PT,PPLA,2262963,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Setubal,
SdYd9N49As,151102,1511,null,19,Sesimbra,26,38.44451,41134,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Cezimbra,Sesimbra,Сесимбра",-9.10149,P,2018-04-30,,PT,PPL,2262957,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sesimbra,
DV1tRmsGVd,151301,1513,null,19,Sines,40,37.95622,12791,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"SIE,Sines,Sines Municipality,Sinesh,Sinish,sayns  prtghal,shinesu,sinesi,xi ni shen,Синес,Синиш,Сінеш,ساینس، پرتغال,სინესი,シーネス,锡尼什",-8.86979,P,2020-02-04,,PT,PPLA2,2262917,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sines,
XA4p6tsmeT,111316,1113,null,14,Silveira,37,39.1112,6942,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Silveira,-9.3643,P,2018-07-04,,PT,PPL,2262944,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Silveira,
SHitBhOtAt,140707,1407,null,18,Tancos,64,39.46023,243,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-8.3998,P,2018-05-23,,PT,PPL,2262764,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Tancos,
ZqrAahRV7d,111109,1111,null,14,Sintra,197,38.80097,26193,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Cintra,Sintra,shintora,sing tra,sinteula,sintʼra,siൻtra,syntra,syntrh,xin te la,Σίντρα,Синтра,Сінтра,Սինտրա,סינטרה,سينترا,سینترا,സിൻട്ര,ซิงตรา,სინტრა,シントラ,辛特拉,신트라",-9.37826,P,2018-02-10,,PT,PPLA2,2262912,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sintra,
I9xuNhQ5iy,111203,1112,null,14,Sobral de Monte Agraço,262,39.01958,3406,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sobral,Sobral de Monte Agraco,Sobral de Monte Agraço",-9.15081,P,2020-06-10,,PT,PPLA2,2262871,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sobral de Monte Agraco,
uaJSHFhTjf,111410,1114,null,14,Sobralinho,46,38.91703,4453,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sobralinho,-9.02656,P,2018-07-04,,PT,PPL,2262867,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sobralinho,
pmtuhQI1Jt,100613,1006,null,13,Serra do Bouro,33,39.45461,703,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Serra do Bouro,-9.17819,P,2018-07-05,,PT,PPL,2263016,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Serra do Bouro,
Ost08g3KN3,21305,213,null,3,Serpa,198,37.94581,6586,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Serpa,Серпа",-7.59754,P,2018-04-30,,PT,PPLA2,2263049,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Serpa,
aqPYwKYUJK,151004,1510,null,19,Seixal,20,38.64008,2776,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Seixal,-9.10141,P,2018-04-30,,PT,PPLA2,2263115,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Seixal,
jmNkBgVtbJ,101405,1014,null,13,Serra de El-Rei,133,39.33291,1401,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Serra d'Elrei,Serra de El-Rei,Serra d’Elrei",-9.26843,P,2018-08-24,,PT,PPL,2263025,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Serra de El-Rei,
uH9oK5YluY,50912,509,null,6,Sertã,262,39.80205,5636,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Serta,Sertã",-8.09589,P,2018-05-17,,PT,PPLA2,2262987,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Serta,
N1u4M3oUFo,150605,1506,null,19,Sarilhos Pequenos,9,38.68176,2049,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sarilhos Pequenos,-8.98231,P,2018-03-03,,PT,PPL,2263166,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sarilhos Pequenos,
aCKxzfCSO0,81307,813,null,9,Silves,27,37.18921,10917,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Cilpes,Shilb,Silves",-8.43822,P,2014-04-06,,PT,PPLA2,2262926,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Silves,
KQRoJLHjAq,310604,3106,null,10,Seixal,133,32.82322,656,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Seixal,-17.10941,P,2018-03-01,,PT,PPL,2263117,Atlantic/Madeira,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Seixal,
UEM9oeZVwF,21109,211,null,3,São Teotónio,153,37.51282,4936,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"San Teotonio,San Teotónio,Sao Teotonio,Sao Theotonio,São Teotónio,São Theotonio",-8.70708,P,2012-01-17,,PT,PPL,2263207,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Teotonio,
CBPYLGiDjL,140112,1401,null,18,São Miguel de Rio Torto,143,39.43333,4881,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-8.21667,P,2018-05-17,,PT,PPL,2263262,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Miguel de Rio Torto,
3C0rzYErJU,311003,3110,null,10,São Vicente,111,32.79673,6063,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"San-Visente,San-Visenti,Sao Vicente,São Vicente,sheng wei sen te,Сан-Висенте,Сан-Висенти,Сан-Вісенте,聖維森特",-17.04323,P,2020-01-16,,PT,PPL,2263197,Atlantic/Madeira,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Vicente,
6ndyAVI0i1,141622,1416,null,18,São Vicente do Paul,20,39.34946,2917,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-8.62221,P,2018-06-15,,PT,PPL,2263190,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Vicente do Paul,
gStvzoTYWM,80703,807,null,9,Senhora da Luz,4,37.08771,3545,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Luz,Senhora da Luz",-8.72649,P,2017-09-16,,PT,PPL,2263071,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Senhora da Luz,
4Ku7KJbQJj,141703,1417,null,18,Sardoal,197,39.53449,3939,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-8.16119,P,2018-07-06,,PT,PPL,2263172,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sardoal,
JttN6Dq0EM,111314,1113,null,14,São Pedro da Cadeira,61,39.06983,4452,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Pedro da Cadeira,São Pedro da Cadeira",-9.37174,P,2018-12-04,,PT,PPL,2263245,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Pedro da Cadeira,
xP6D8N3qwk,81306,813,null,9,São Marcos da Serra,115,37361,1352,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Marcos da Serra,São Marcos da Serra",-8.37764,P,2017-11-09,,PT,PPL,2263286,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Marcos da Serra,
D6woJgMSV7,100112,1001,null,13,São Martinho do Porto,13,39.51444,2868,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Martinho,Sao Martinho de Porto,Sao Martinho do Porto,São Martinho,São Martinho de Porto,São Martinho do Porto",-9.13111,P,2018-09-05,,PT,PPL,2263275,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Martinho do Porto,
WEkJavamTq,110715,1107,null,14,São João da Talha,10,38.82378,18925,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-9.09719,P,2018-01-29,,PT,PPL,2263326,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao da Talha,
sDM3VbCKvI,20516,205,null,3,São Matias,167,38.10932,569,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Matias,São Matias",-7.85638,P,2018-03-15,,PT,PPL,2263273,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Matias,
74cKtUxDTS,111110,1111,null,14,São João das Lampas,154,38.87376,10484,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-9.39842,P,2011-08-28,,PT,PPL,2263327,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao das Lampas,
fD7n9kO8LX,310301,3103,null,10,São Roque,294,32.66667,9385,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Roque,São Roque",-16.91667,P,2018-01-11,,PT,PPL,2263228,Atlantic/Madeira,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Roque,
19N2XG0gF3,21106,211,null,3,São Luis,158,37.71556,1006,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Luis,Sao Luiz,São Luis,São Luiz",-8.66472,P,2018-05-16,,PT,PPL,2263298,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Luis,
ngL0lXU0BT,310307,3103,null,10,São Martinho,193,32.6448,26482,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Martinho,São Martinho",-16.93843,P,2018-02-09,,PT,PPL,2263284,Atlantic/Madeira,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Martinho,
92q3jSczXm,111407,1114,null,14,São João dos Montes,133,38.93944,4772,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),,-9.01892,P,2011-08-28,,PT,PPL,2263322,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao dos Montes,
mgHoJd4tHa,81201,812,null,9,São Brás de Alportel,254,37.1531,11153,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),"Alportel,San-Brash-de-Alportel,San-Brash-di-Alportel,Sao Bras de Alportel,Sao Braz,Sao Braz d'Alportel,Sao Braz de Aportel,São Braz,São Braz de Aportel,São Braz d’Alportel,São Brás de Alportel,sheng bu la shen di a er bo te er,Сан-Браш-де-Алпортел,Сан-Браш-ди-Алпортел,聖布拉什迪阿爾波特爾",-7.88751,P,2020-06-10,,PT,PPLA2,2263377,Europe/Lisbon,Wed Nov 18 2020 14:26:51 GMT+0000 (Hora padrão da Europa Ocidental),Sao Bras de Alportel,
