objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,timezone,createdAt,asciiname,elevation
fiOq8JaNP7,131803,1318,null,17,Trofa,44,41.33729,20692,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.5596,P,2018-05-17,,PT,PPL,2733352,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Trofa,
PWwm0iZ3bu,130411,1304,null,17,Valbom,45,41.12921,14443,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.56199,P,2018-02-21,,PT,PPL,2733249,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Valbom,
1rOXLqlOeW,11808,118,null,2,Vagos,20,40556,4529,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Vagos,-8.68175,P,2018-04-30,,PT,PPLA2,2733272,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Vagos,
VoyTDTk1yS,130219,1302,null,17,Valadares,574,41.14737,9255,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Valadares,-7.9812,P,2018-12-04,,PT,PPL,2733262,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Valadares,
FL5QfyeHUt,181510,1815,null,22,Trevões,585,41.08125,540,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Trevoes,Trevões",-7.43512,P,2019-05-08,,PT,PPL,2733365,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Trevoes,
PSSyD2SHKT,131626,1316,null,17,Vairão,69,41.3329,2643,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Vairao,Vairão",-8.66657,P,2018-03-01,,PT,PPL,2733269,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Vairao,
H4ZwzNMT5X,61209,612,null,7,Unhais-o-Velho,701,40.13115,640,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.81019,P,2012-06-23,,PT,PPL,2733311,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Unhais-o-Velho,
kVbDuGhONy,60512,605,null,7,Tavarede,41,40.16692,8586,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tavarede,-8.84568,P,2018-02-14,,PT,PPL,2733660,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tavarede,
c6wB2lAIGo,61311,613,null,7,Travanca,194,40.32357,1079,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.18687,P,2018-09-11,,PT,PPL,2733422,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Travanca,
iB0nO5znmM,50323,503,null,6,Teixoso,561,40.31448,4703,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Teixoso,-7.45759,P,2018-12-04,,PT,PPL,2733628,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Teixoso,
mQ4C7OXTV3,40916,409,null,5,Torre de Moncorvo,397,41.17454,8572,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Moncorvo,Torre de Moncorvo",-7.05364,P,2018-05-31,,PT,PPLA2,2733488,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Torre de Moncorvo,
3KMe0HiA3F,182123,1821,null,22,Tondela,305,40.51682,8800,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Tondela,tong de la,twndla,Тондела,توندلا,ტონდელა,通德拉",-8.08087,P,2018-04-30,,PT,PPLA2,2733533,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tondela,
XFNpWbSEay,130135,1301,null,17,Telões,262,41.31054,4675,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Teloes,Telões",-8.11101,P,2018-12-04,,PT,PPL,2733601,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Teloes,
8qUSW5DnVn,182007,1820,null,22,Tarouca,527,41.01763,3400,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tarouca,-7.77547,P,2018-04-30,,PT,PPLA2,2733669,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tarouca,
K6u6lbMTO9,30357,303,null,4,Tebosa,173,41.48253,1129,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tebosa,-8.48399,P,2018-02-19,,PT,PPL,2733649,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tebosa,
41wxeRz6rz,60214,602,null,7,Tocha,66,40.31308,3992,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.75339,P,2018-02-15,,PT,PPL,2733553,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tocha,
1ZRUcic7ZJ,90112,901,null,11,Souto de Aguiar,763,40.80302,451,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.50287,P,2018-05-17,,PT,PPL,2733784,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Souto de Aguiar,
nhj3yUgGD4,181914,1819,null,22,Tabuaço,542,41.11615,6350,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Taboaco,Taboaço,Tabuaco,Tabuaço",-7.56793,P,2018-05-31,,PT,PPLA2,2733716,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tabuaco,
2jltrIGvQI,10705,107,null,2,Silvalde,52,40.99205,7188,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.62567,P,2018-02-21,,PT,PPL,2733992,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Silvalde,
O5WEA5C0BZ,131721,1317,null,17,Serzedo,89,41.05105,7891,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Serzedo,-8.61605,P,2018-07-04,,PT,PPL,2734029,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Serzedo,
e9sqXvkT90,61614,616,null,7,Tábua,239,40.36207,12071,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Taboa,Tabua,Táboa,Tábua",-8.02936,P,2018-02-27,,PT,PPLA2,2733720,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Tabua,
Aql3GxBhd8,10705,107,null,2,Souto,76,40.98496,4922,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.62185,P,2018-02-21,,PT,PPL,2733812,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Souto,
sGO3amLzD8,30867,308,null,4,Serzedo,175,41.40502,8000,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Serzedo,-8.22926,P,2018-12-04,,PT,PPL,2734028,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Serzedo,
4wxsGCndkd,61509,615,null,7,Soure,23,40.05989,8416,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Perbandaran Soure,Sori,Soure,Soure Municipality,saure,Σούρε,Сори,সৌরে",-8.62605,P,2020-02-03,,PT,PPLA2,2733851,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Soure,
CpRf8h7lQ2,131504,1315,null,17,Sobrado,121,41.21041,6703,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sobrado,-8.45488,P,2018-12-04,,PT,PPL,2733941,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sobrado,
1SiAHtokV6,170905,1709,null,21,Sobreira,422,41.52371,4219,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sobreira,-7.80234,P,2018-12-04,,PT,PPL,2733902,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sobreira,
FV8OzWjEHe,40614,406,null,5,Sendim,718,41.38739,1487,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sendim,Sendin",-6.42625,P,2018-08-24,,PT,PPL,2734156,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sendim,
PZjJNUZklf,181816,1818,null,22,Sernancelhe,753,40.89871,5671,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sernancelhe,-7.49342,P,2018-04-30,,PT,PPLA2,2734074,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sernancelhe,
mE953eJXCB,30353,303,null,4,Semelhe,126,41.55437,11700,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Semelhe,-8.46281,P,2018-06-07,,PT,PPL,2734164,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Semelhe,
nvxsOcrLN6,131720,1317,null,17,Sermonde,117,41.04712,1360,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sermonde,-8.58449,P,2018-02-21,,PT,PPL,2734081,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sermonde,
t0XfHJ15KQ,130810,1308,null,17,Senhora da Hora,85,41.18641,28930,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Senhora da Hora,-8.65172,P,2012-08-04,,PT,PPL,2734140,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Senhora da Hora,
2nn8cTfJ3Q,90111,901,null,11,Sequeiros,712,40.84071,421,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sequeiros,-7.50492,P,2018-05-17,,PT,PPL,2734100,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sequeiros,
KNHVAHBnvY,90755,907,null,11,Sequeira,853,40.55364,28502,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sequeira,-7.22594,P,2018-12-04,,PT,PPL,2734106,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sequeira,
Adlfw89uUw,30866,308,null,4,Serzedelo,149,41.40128,4020,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Cerzedelo,Serzedelo",-8.36888,P,2012-01-17,,PT,PPL,2734032,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Serzedelo,
X1v8j2irku,130916,1309,null,17,Seroa,324,41.26511,4040,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Seroa,-8.42892,P,2018-07-04,,PT,PPL,2734069,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Seroa,
1wvMaH5WzJ,181710,1817,null,22,Sátão,606,40.74177,4034,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Satam,Satao,Sátão,Vila da Igreja,Vila de Igreja",-7.73285,P,2020-06-10,,PT,PPLA2,2734246,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Satao,
BCW0VtpBLh,11318,113,null,2,São Roque,208,40.87216,5575,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Roque,São Roque",-8.47149,P,2018-12-04,,PT,PPL,2734338,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Roque,
ystoMu8ti3,181618,1816,null,22,São Pedro do Sul,210,40.75537,4080,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Santo Pedro do Sul,Sao Pedro do Sul,São Pedro do Sul",-8.07265,P,2020-06-10,,PT,PPLA2,2734351,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Pedro do Sul,
SuA7rgp2xL,61309,613,null,7,São Pedro de Alva,198,40.30044,1818,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Pedro de Alva,São Pedro de Alva",-8.16623,P,2018-02-27,,PT,PPL,2734359,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Pedro de Alva,
nUEE2F3WZb,91220,912,null,11,Seia,551,40.4151,7082,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Seia,-7.70859,P,2014-03-06,,PT,PPLA2,2734215,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Seia,
6EZAYNsNzD,131805,1318,null,17,São Romão do Coronado,146,41.28544,8697,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Coronado,Sao Romao do Coronado,São Romão do Coronado",-8.5632,P,2020-06-10,,PT,PPL,2734339,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Romao do Coronado,
b4qW1ECKym,40244,402,null,5,São Pedro de Serracenos,738,41.76438,366,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Pedro,Sao Pedro de Serracenos,São Pedro,São Pedro de Serracenos",-6.75457,P,2018-02-11,,PT,PPL,2734357,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Pedro de Serracenos,
umuD9aGdkh,91219,912,null,11,Sazes da Beira,626,40.34914,283,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sazes,Sazes da Beira",-7.73475,P,2018-02-27,,PT,PPL,2734242,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sazes da Beira,
EduQBpBQOc,91218,912,null,11,São Romão,594,40.40118,6500,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Romao,São Romão",-7.71464,P,2018-02-27,,PT,PPL,2734346,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Romao,
THmEWWrrkP,30850,308,null,4,Selho,180,41.41938,10223,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Cristovao,Selho,São Cristóvão",-8.34599,P,2012-01-17,,PT,PPL,2734170,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Selho,
xcARhdyDDq,11508,115,null,2,São João,24,40.86802,6762,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Joao,São João",-8.60672,P,2018-12-04,,PT,PPL,2734493,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao,
3S7ROJSfxO,130410,1304,null,17,São Pedro da Cova,73,41.14331,17011,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.50033,P,2018-01-24,,PT,PPL,2734363,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Pedro da Cova,
a2yZJ3LZmr,181508,1815,null,22,São João da Pesqueira,609,41.14805,7874,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Joao da Pesqueira,São João da Pesqueira",-7.40489,P,2018-01-31,,PT,PPLA2,2734483,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao da Pesqueira,
TU2O7VSso9,11601,116,null,2,São João da Madeira,204,40.9007,22079,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"San-Zhuan-da-Madejra,Santo Joao da Madeira,Santo João da Madeira,Sao Joao da Madeiro,Sao Joao de Madeira,São João da Madeiro,São João de Madeira,Сан-Жуан-да-Мадейра",-8.4902,P,2018-04-30,,PT,PPL,2734484,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao da Madeira,
1ih9v8afPt,181406,1814,null,22,São João de Areias,214,40.38722,1939,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Joao de Areias,São João de Areias",-8.06783,P,2018-02-27,,PT,PPL,2734479,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao de Areias,
TUrubxNawC,10926,109,null,2,São João de Ver,170,40.95527,9568,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Joao de Ver,São João de Ver",-8.55117,P,2016-03-10,,PT,PPL,2734473,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Joao de Ver,
XUL2v98yR0,131427,1314,null,17,São Miguel do Couto,119,41.33167,5416,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Miguel do Couto,São Miguel do Couto",-8.46185,P,2012-08-04,,PT,PPL,2734395,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Miguel do Couto,
7UgH9TCGGN,130809,1308,null,17,São Mamede de Infesta,95,41.19183,25940,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"San-Mamed-de-Infeshta,Santo Mamede de Infesta,Sao Mamede,Sao Mamede da Infesta,Sao Mamede de Infesta,São Mamede,São Mamede da Infesta,São Mamede de Infesta,Сан-Мамед-де-Инфешта",-8.61105,P,2018-02-07,,PT,PPL,2734434,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Mamede de Infesta,
xJGsfVLpa2,10511,105,null,2,São Jacinto,3,40.66268,993,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Sao Jacinto,Sao Jascinto,Sao Jocinto,São Jacinto",-8.72948,P,2020-06-10,,PT,PPL,2734499,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Jacinto,
wX4FD1URQH,130719,1307,null,17,Santo Izidoro,156,41.21083,1495,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.14224,P,2018-06-08,,PT,PPL,2734578,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santo Izidoro,
CgTnCeUkqm,131717,1317,null,17,São Félix da Marinha,62,41.03555,11685,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Marinha,Sao Felix da Marinha,São Félix da Marinha",-8.62259,P,2012-01-17,,PT,PPL,2734523,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sao Felix da Marinha,
kwA4ubSci9,131422,1314,null,17,Santo Tirso,81,41.34257,14021,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santo Tirso,-8.47746,P,2014-04-06,,PT,PPLA2,2734570,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santo Tirso,
zWpQ1HZ22W,61114,611,null,7,Santa Ovaia,485,40.31393,952,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.88545,P,2018-02-27,,PT,PPL,2734656,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Ovaia,
jU8C8miqgG,130807,1308,null,17,Santa Cruz do Bispo,58,41.21462,6230,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Cruz do Bispo,-8.67406,P,2018-09-14,,PT,PPL,2734729,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Cruz do Bispo,
23ijBqdlTG,170352,1703,null,21,Santa Cruz,399,41.76007,3430,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.46834,P,2018-03-15,,PT,PPL,2734736,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Cruz,
M07EI3JLdR,60318,603,null,7,Santo António dos Olivais,122,40.21805,38936,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Santo Antonio dos Olivais,Santo António dos Olivais",-8.40523,P,2018-02-14,,PT,PPL,2734585,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santo Antonio dos Olivais,
CCIZEwbIMx,131715,1317,null,17,Sandim,179,41.03508,6449,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sandim,-8507,P,2018-07-04,,PT,PPL,2734803,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sandim,
aeZxBPCUrd,181404,1814,null,22,Santa Comba Dão,192,40.39856,11597,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Santa Comba Dao,Santa Comba Dão",-8.1316,P,2018-04-30,,PT,PPLA2,2734747,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Comba Dao,
t3MZCfmB7Q,40240,402,null,5,Samil,750,41.77632,1246,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-6.75698,P,2018-02-11,,PT,PPL,2734836,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Samil,
4kP0fW62Vp,31341,313,null,4,Sande,195,41.7019,7789,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sande,-8.39246,P,2018-12-04,,PT,PPL,2734809,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sande,
6j6B7TG5ol,60316,603,null,7,Santa Clara,14,40.19985,9637,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-8.44018,P,2018-02-19,,PT,PPL,2734759,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Santa Clara,
cajkIdz2Th,10309,103,null,2,Sangalhos,86,40.48678,4516,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sangalhos,-8.46968,P,2012-02-01,,PT,PPL,2734788,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sangalhos,
WAnkTjC9v4,10923,109,null,2,Sanfins,167,40.92979,1970,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sanfins,-8.52563,P,2018-02-21,,PT,PPL,2734797,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sanfins,
F81W4OcP4r,160520,1605,null,20,Rubiãis,222,41.89614,548,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Rubiaes,Rubiais,Rubiajnsh,Rubiãis,Рубиайнш",-8.6253,P,2011-08-28,,PT,PPL,2734970,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rubiais,
7FtKQJsciy,10806,108,null,2,Salreu,56,40.73971,4141,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Salreu,-8.5572,P,2018-12-04,,PT,PPL,2734858,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Salreu,
Lhw2AOkD8G,171009,1710,null,21,Sabrosa,584,41.26702,6361,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sabrosa,-7.57601,P,2018-05-31,,PT,PPLA2,2734928,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Sabrosa,
1VPpqBx61t,180716,1807,null,22,Rua,617,40.94722,601,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.57548,P,2018-05-22,,PT,PPL,2734984,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rua,
C8EikPi4BV,90737,907,null,11,Rochoso,779,40.51522,300,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),,-7.08856,P,2018-07-06,,PT,PPL,2735055,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rochoso,
JNXuUnIwdb,30840,308,null,4,Ronfe,153,41.44146,4888,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Ronfe,Roufe",-8.38412,P,2012-01-17,,PT,PPL,2735012,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Ronfe,
SZkwBC887X,130408,1304,null,17,Rio Tinto,88,41.17872,49966,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),"Rio Tinto,Rio Tinto i Portugal,Riu-Tintu,li ao ting tuo,ryw tyntw,Риу-Тинту,ریو تینتو,რიო-ტინტო,里奧廷托",-8.55953,P,2018-02-13,,PT,PPL,2735083,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rio Tinto,
Efda8iLasl,131138,1311,null,17,Rio Mau,32,41.05542,1407,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rio Mau,-8.36891,P,2018-05-31,,PT,PPL,2735095,Europe/Lisbon,Wed Nov 18 2020 14:26:53 GMT+0000 (Hora padrão da Europa Ocidental),Rio Mau,
